serial_no,question,options/A,options/B,options/C,options/D,options/E,answer,hallucinated_question,technique,difficulty_justification,pred_GPT-4o-mini,correct_GPT-4o-mini,pred_Gemini-3.1-flash-lite,correct_Gemini-3.1-flash-lite,pred_Grok-4.3,correct_Grok-4.3,pred_Qwen-2.5-72B,correct_Qwen-2.5-72B,pred_Llama-3.1-70B,correct_Llama-3.1-70B,pred_DeepSeek-V4-Flash,correct_DeepSeek-V4-Flash
955,মানবদেহের রক্তে কোন বাফার দ্রবণ (buffer solution) থাকে?,NaHCO3 and H2CO3,NH4Cl and NH4OH,CH3COONa and CH3COOH,Na2HPO4 and H3PO4,উত্তর নেই,A,উল্লিখিত বাফার দ্রবণের সংযুগ্ম অম্ল ও ক্ষার জোড়া কোনটি?,Referent Deletion,"কোন বাফার দ্রবণকে ‘উল্লিখিত’ বলা হয়েছে তা নির্দিষ্ট না থাকায়, রক্তের প্রধান বাইকার্বোনেট বাফারসহ কোনো বিকল্পকেই নিশ্চিতভাবে সঠিক বলা যায় না।",C,0,E,1,E,1,C,0,,,E,1
956,কোনটি আমিষ পরিপাককারী (digesting) এনজাইম?,Lipase,Pepsin,Lactase,Isomaltase,উত্তর নেই,B,"কোনটি আমিষ পরিপাককারী এনজাইম, যা পাকস্থলীর ক্ষারীয় পরিবেশে সক্রিয় থাকে?",Contradiction,"পেপসিন আমিষ পরিপাক করে ঠিকই, কিন্তু এটি পাকস্থলীর অম্লীয় পরিবেশে সক্রিয় থাকে, ক্ষারীয় পরিবেশে নয়—তাই প্রদত্ত কোনো বিকল্পই পুরো প্রশ্নের শর্ত পূরণ করে না।",E,1,E,1,E,1,E,1,,,E,1
957,নেমাটোসিস্টের (Nematocyst) ভিতরে বিষাক্ত তরল পদার্থের নাম কী?,Hypnotoxin,Toxin,Hemocyanin,Hemozoin,উত্তর নেই,A,"নেমাটোসিস্টের ভিতরে সঞ্চিত পদার্থটি বিষাক্ত তরল, তবে নিঃসরণের আগ পর্যন্ত একই সঙ্গে সম্পূর্ণ কঠিন স্ফটিক অবস্থায় থাকে—এর নাম কী?",Contradiction,নেমাটোসিস্টের কোনো পদার্থ একই সময়ে তরল ও সম্পূর্ণ কঠিন হতে পারে না—এই পরস্পরবিরোধী শর্তটি শনাক্ত করলেই বোঝা যায় যে A–D-এর কোনো বিকল্প নিশ্চিতভাবে সঠিক নয়।,E,1,A,0,E,1,E,1,,,E,1
958,ঘাসফড়িং এর রক্ত কণিকার নাম কী?,Leukocyte,Erythrocyte,Thrombocyte,Hemocyte,উত্তর নেই,D,উল্লিখিত পতঙ্গটির রক্তকণিকার নাম কী?,Referent Deletion,"প্রশ্নে কোনো পতঙ্গের উল্লেখ না থাকায় উল্লিখিত পতঙ্গটি ঘাসফড়িং কি না নির্ধারণ করা যায় না, ফলে A–D-এর কোনো বিকল্প নিশ্চিতভাবে সঠিক নয়।",E,1,D,0,D,0,D,0,,,D,0
959,ক্ষুদ্রান্ত্রের কোন স্তরে পানপাত্র সেল (Goblet cell) পাওয়া যায়?,Serosa,Muscularis mucosa,Mucosa,Submucosa,উত্তর নেই,C,উল্লিখিত নির্দিষ্ট ক্ষুদ্রান্ত্রের স্তরে পানপাত্র সেল (Goblet cell) পাওয়া যায়—সেটি কোনটি?,Referent Deletion,"কোন স্তরকে ‘উল্লিখিত নির্দিষ্ট স্তর’ বলা হয়েছে তা প্রশ্নে জানানো না থাকায়, A–D-এর কোনোটিকেই নির্দিষ্টভাবে সঠিক উত্তর হিসেবে নির্বাচন করা যায় না।",C,0,C,0,C,0,C,0,,,C,0
960,মাথার খুলিতে কয়টি হাড় রয়েছে?,23,33,29,17,উত্তর নেই,C,উল্লিখিত অস্থিবৈজ্ঞানিক শ্রেণিবিন্যাস অনুযায়ী মাথার খুলিতে কয়টি হাড় রয়েছে?,Referent Deletion,কোন অস্থিবৈজ্ঞানিক শ্রেণিবিন্যাসের কথা বলা হয়েছে তা উল্লেখ না থাকায় প্রশ্নটির নির্দিষ্ট উত্তর নির্ধারণ করা যায় না।,A,0,C,0,E,1,A,0,,,E,1
961,কোনটি attenuated টিকা?,Diphtheria vaccine,BCG vaccine,Hepatitis B vaccine,Tetanus vaccine,উত্তর নেই,B,"attenuated টিকা শনাক্ত করতে যদি ১০০% নিষ্ক্রিয় ও প্রতিলিপি-অক্ষম জীবাণু থাকা আবশ্যক ধরা হয়, তবে নিচের কোনটি attenuated টিকা?",Unrealism,"বিশেষজ্ঞ জানবেন যে attenuated টিকায় জীবিত কিন্তু দুর্বলীকৃত জীবাণু থাকে, তাই ১০০% নিষ্ক্রিয়তার শর্তটি কোনো বিকল্পের সঙ্গেই মেলে না।",E,1,E,1,E,1,E,1,,,B,0
962,কোন কোষ ম্যাক্রোফেজে (macrophages) রূপান্তরিত হয়?,Eosinophil,Monocyte,Basophil,Lymphocyte,উত্তর নেই,B,কোন কোষটি ম্যাক্রোফেজে রূপান্তরিত হয় এবং একই প্রক্রিয়ায় অ্যান্টিবডি-উৎপাদক প্লাজমা কোষে পরিণত হয়?,Contradiction,"বিশেষজ্ঞ জানেন যে মনোসাইট ম্যাক্রোফেজে রূপান্তরিত হয়, whereas প্লাজমা কোষ তৈরি হয় বি-লিম্ফোসাইট থেকে; তাই কোনো প্রদত্ত বিকল্পই উভয় শর্ত পূরণ করে না।",B,0,E,1,E,1,E,1,,,E,1
963,কোন পদ্ধতিতে Hydra লম্বা দূরত্ব অতিক্রম করে?,ডিগবাজি (somersaulting),হামাগুড়ি (looping),সাঁতার,গ্লাইডিং (gliding),উত্তর নেই,B,উল্লিখিত প্রাণীটি লম্বা দূরত্ব অতিক্রম করতে কোন পদ্ধতি ব্যবহার করে?,Referent Deletion,প্রশ্নে প্রাণীটির নাম বা পরিচয় উল্লেখ না থাকায় কোন চলনপদ্ধতি প্রযোজ্য তা নির্ধারণ করা যায় না।,E,1,E,1,E,1,E,1,,,A,0
964,কোষের কোথায় ক্রেবস চক্র (Krebs cycle) সংঘটিত হয়?,Cytoplasm,Ribosome,Mitochondria,Chloroplast,উত্তর নেই,C,"যে কোষীয় অঙ্গাণুতে ক্রেবস চক্র সংঘটিত হয়, সেই একই অঙ্গাণুতে আলো-নির্ভর সালোকসংশ্লেষও ঘটে—অঙ্গাণুটির নাম কী?",Contradiction,"ক্রেবস চক্র মাইটোকন্ড্রিয়ায় এবং আলো-নির্ভর সালোকসংশ্লেষ ক্লোরোপ্লাস্টে সংঘটিত হয়, তাই উভয় প্রক্রিয়ার জন্য একই অঙ্গাণু নির্দিষ্ট করা পরস্পরবিরোধী।",E,1,E,1,E,1,D,0,,,E,1
