text,Medicine,modified_text,correct_pair,incorrect_pair
hlw vaiya amar sorir a Besi sokti paina r durbol lage khub vari kaj korte parina . . . Ami ki vitamin serap r calcium tablet khete parbo ? Ar konta khele sorir aktu mota HBO sastho vlo HBE . . sokti fire pbo aktu suggest koren plz ? ? ,vitamin serap | calcium tablet,hlw vaiya amar sorir a Besi sokti paina r durbol lage khub vari kaj korteparina . . . Ami ki vitamin serap r vitamin D tablet khete parbo ? Ar konta khele sorir aktu mota HBO sastho vlo HBE . . sokti fire pbo aktu suggest koren plz ? ?,0,1
"Thanks for your question to daktar Bhai . Please take shower to reduce temperature . Take Napa and do cbc , urine r / e , WIDAL test . Thanks",Napa,"Thanks for your question to daktar Bhai . Please take shower to reduce temperature . Take ibuprofen and do cbc , urine r / e , WIDAL test . Thanks",1,0
"আমার করোনা পজিটিভ অসুধ সেভ৩ ডি এস , নাপা , ফেকছোফাস্ট , মোনাস , জিংক , ক্যালসিয়াম ট্যাব খাচ্ছি , কোন সমস্যা হবে কি । ",সেভ৩ ডি এস | নাপা | ফেকছোফাস্ট | মোনাস | জিংক | ক্যালসিয়াম ট্যাব,"আমার করোনা পজিটিভ অসুধ সেভ৩ ডি এস , নাপা , সেটিরিজিন , মোনাস , জিংক , ক্যালসিয়াম ট্যাব খাচ্ছি , কোন সমস্যা হবে কি ।",1,1
"আমার দীর্ঘ ৫ দিন যাবত টানা জ্বর । দিনের দিকে কিছুটা কমলেও রাত্রে তা বেড়ে যায় । সাথে পুরো শরীরে প্রচন্ড ব্যাথা । বুকে হালকা কফ জমে । ডাক্তারের সংগে পরামর্শ করে নাপা , কফ সিরাপ ও ZIMAX 500 এন্টিবায়োটিক নিচ্ছি । সাথে লেবুর রস ও চা পান করছি । তবে তেমন সুবিধা হচ্ছে । এ অবস্থায় কি করা উচিত ? ? ( ডায়াবেটিস বা অন্য দীর্ঘ মেয়াদি রোগ নেই ) ",নাপা | কফ সিরাপ | ZIMAX 500 | এন্টিবায়োটিক,"আমার দীর্ঘ ৫ দিন যাবত টানা জ্বর । দিনের দিকে কিছুটা কমলেও রাত্রে তা বেড়ে যায় । সাথে পুরো শরীরে প্রচন্ড ব্যাথা । বুকে হালকা কফ জমে । ডাক্তারের সংগে পরামর্শ করে নাপা , কফ সিরাপ ও ক্ল্যারিথ্রোমাইসিন 500 এন্টিবায়োটিক নিচ্ছি । সাথে লেবুর রস ও চা পান করছি । তবে তেমন সুবিধা হচ্ছে । এ অবস্থায় কি করা উচিত ? ? ( ডায়াবেটিস বা অন্য দীর্ঘ মেয়াদি রোগ নেই )",1,1
avolac 100ml sirap kolar koidin pojonto khw jai . ,avolac 100ml sirap,duphalac 100ml sirap kolar koidin pojonto khw jai .,1,0
আমি < NAME > lগত তিন মাস যাবৎ শুকনো কাশিতে ভুগছিl মাঝেমধ্যে ঠান্ডা বাতাস লাগলে শুকনো কাশি বেশি হয় l Rojith = 500 এন্টিবায়োটিক খাওয়ার পরও ভালো হচ্ছে না lএক্ষেত্রে আমার করনীয় কি ? ,Rojith = 500,আমি < NAME > lগত তিন মাস যাবৎ শুকনো কাশিতে ভুগছিl মাঝেমধ্যে ঠান্ডা বাতাস লাগলে শুকনো কাশি বেশি হয় l ক্ল্যারিথ্রোমাইসিন = 500 এন্টিবায়োটিক খাওয়ার পরও ভালো হচ্ছে না lএক্ষেত্রে আমার করনীয় কি ?,1,0
"ডাক্তার ভাইকে প্রশ্ন করার জন্য ধন্যবাদ । Tab Monas 10 , 0 + 0 + 1 , 10 days . Syrup Adovas , 2 spoon , 3 times , 7 days . ধন্যবাদ । ",Tab Monas 10 | Syrup Adovas,"ডাক্তার ভাইকে প্রশ্ন করার জন্য ধন্যবাদ । Tab Singulair 10 , 0 + 0 + 1 , 10 days . Syrup Adovas , 2 spoon , 3 times , 7 days . ধন্যবাদ ।",0,1
krimir syrup bacchader kivabe khawabo . dose ? # Almex 3 yr and 8 yr,krimir syrup,mebendazole syrup bacchader kivabe khawabo . dose ? # Almex 3 yr and 8 yr,1,0
owsud Anzet r cloron 2 aksathe khele ki kono prb hobe ? . . ,Anzet | cloron 2,owsud Anzet r diazepam 2 aksathe khele ki kono prb hobe ? . .,0,0
ডাক্তারভাইকে প্রশ্ন করার জন্য ধন্যবাদ । মুখের ভিতর জিহবায় Mico oral Gel দিনে ৩ / ৪ বার ব্যবহার করতে পারেন । বেশি গরম ও ঝাল খাবার খাবেন না । লাভবান না হলে সশরীরে গিয়ে ডাক্তারের পরামর্শ নিবেন । ধন্যবাদ । ,Mico oral Gel,ডাক্তারভাইকে প্রশ্ন করার জন্য ধন্যবাদ । মুখের ভিতর জিহবায় Nystatin oral suspension দিনে ৩ / ৪ বার ব্যবহার করতে পারেন । বেশি গরম ও ঝাল খাবার খাবেন না । লাভবান না হলে সশরীরে গিয়ে ডাক্তারের পরামর্শ নিবেন । ধন্যবাদ ।,1,0
"ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । ১০৩ জর থাকলে napa suppository 250 mg দিতে পারবেন । গোসল দিতে পারেন । মাথা ওয়াশ করে দিতে পারেন । গলায় পট্টি , কপালে পট্টি দিতে পারেন । ধন্যবাদ । ",napa suppository 250 mg,"ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । ১০৩ জর থাকলে paracetamol suppository 250 mg দিতে পারবেন । গোসল দিতে পারেন । মাথা ওয়াশ করে দিতে পারেন । গলায় পট্টি , কপালে পট্টি দিতে পারেন । ধন্যবাদ ।",1,0
"আমার বাচ্চার বয়স ৯ বছর , ওজন ৩৫ কেজি , গতকাল থেকে তার সর্দি লেগেছে , কাশি দিলে বুকের ভেতর ঘড় ঘড় করছে ৷ নাক দিয়ে সর্দি বের হচ্ছে না ৷ গতকাল করোনার টিকা দেওয়া হয়েছে ৷ এখন কি মেডিসিন দেব ? ",করোনার টিকা,"আমার বাচ্চার বয়স ৯ বছর , ওজন ৩৫ কেজি , গতকাল থেকে তার সর্দি লেগেছে , কাশি দিলে বুকের ভেতর ঘড় ঘড় করছে ৷ নাক দিয়ে সর্দি বের হচ্ছে না ৷ গতকাল ফ্লুর টিকা দেওয়া হয়েছে ৷ এখন কি মেডিসিন দেব ?",1,0
